s12,s13,s23,u1,u2,u3,Q2,madgraph_azimuthal_average
2.75013875448895618e+05,6.34419016261851648e+04,2.82457843252115999e+05,-4.12322218957055011e+05,-4.97290999632720632e+04,-4.05044196676550840e+05,2.46181895269681001e+05,2.47685249692286109e-10
1.02384153204370377e+05,1.04720395358074864e+05,5.04467409149910891e+04,-2.41147197821495036e+05,-1.07411626480937586e+05,-2.06284115150686732e+05,2.97291649975682260e+05,9.16141364440139846e-10
1.23824056896115828e+05,2.04629509398233349e+05,8.78830690184107516e+04,-6.85230610341869615e+04,-1.98086844725683477e+05,-2.54071714313205332e+05,1.04344984760316482e+05,1.97443486817405273e-09
1.57692241091734322e+05,3.81479766871516535e+05,1.03318983611696400e+05,-2.97607993410254188e+05,-1.38115668731372862e+05,-3.15928155047128792e+05,1.09160825613808905e+05,2.15354123427107749e-10
1.29629385482090758e+05,7.66578043723920709e+04,9.63065911030257557e+04,-4.85807833327981934e+04,-3.16827693871966389e+05,-2.35729760864302603e+05,2.98544457111558761e+05,2.62344624289161815e-09
1.01640203967328198e+05,2.22561302734320372e+05,1.32262861744658177e+05,-4.19798736359113464e+04,-1.54525434127299435e+05,-4.68103614846684795e+05,2.08144554163588735e+05,9.06677034320485129e-10
5.28102876440316031e+04,5.31310078700977378e+05,9.44382610683471139e+04,-4.47096231289465650e+04,-1.25161554695011902e+05,-7.12708950841936399e+05,2.04021501252538699e+05,3.57654125463635687e-10
1.55524278379822092e+05,1.07403413917862286e+05,1.29046347468644279e+05,-8.95638059515380010e+04,-1.99482417870356090e+05,-2.17275267355429067e+05,1.14347451410994458e+05,2.16791250446268178e-09
7.79247605465760571e+04,1.85676868763097213e+05,7.10319094488019909e+04,-2.01631596891675785e+05,-2.47295787432247016e+05,-2.56889383620343724e+05,3.71183229185791337e+05,3.28835459606887288e-10
9.76773772631185711e+04,1.30570774643663666e+05,2.49232402604185569e+05,-2.12961956257654616e+05,-1.30773340619424154e+05,-5.32097488258414087e+05,3.98352230624525109e+05,1.43140258630088950e-10
5.17323266611193831e+04,1.39087967784941022e+05,2.02339054442410561e+05,-9.84235789874741458e+04,-1.70239146244368894e+05,-3.52295534059408412e+05,2.27798910402780224e+05,7.85102844652022037e-10
1.85270315555670357e+05,2.60261730739095219e+05,1.07026672211364406e+05,-4.22211903959527612e+05,-6.60216175887306599e+04,-1.95665723364685313e+05,1.31340526406813355e+05,3.01919563159166471e-10
5.88482470185017446e+04,2.70667966301527980e+05,5.24523416603469232e+04,-3.94140816057679185e+05,-6.21560118224574835e+04,-1.69344952511445590e+05,2.43673225411205727e+05,4.33058210524333184e-10
2.44629719416014472e+05,1.37959392796023749e+05,2.39610519936769764e+05,-1.39560115870188398e+05,-5.07534912318573974e+05,-2.10807990618503391e+05,2.35703386658458330e+05,2.59624875081542929e-10
2.71230610215379857e+04,2.88136241274922737e+05,7.18264687998784357e+04,-2.46564922610236856e+05,-5.99939092805880646e+04,-3.87688294452805771e+05,3.07161355247291678e+05,3.12068494635677765e-10
9.85034782381144178e+04,1.79428226618340646e+05,1.25734575016567454e+05,-7.08678153907663655e+04,-9.61891074932283955e+04,-4.77302876397589804e+05,2.40693519408562075e+05,6.67353206145774793e-10
4.33849732690516103e+05,5.31195971010450739e+04,1.75440920727508696e+05,-5.52080083482836417e+04,-7.41408025958825601e+05,-1.78976006923060166e+05,3.13181790711099748e+05,1.26520184375840147e-09
2.49453136257096892e+05,1.23949521314280835e+05,1.97362372322712385e+05,-6.29174337717495218e+04,-4.39005038704192673e+05,-3.57479099474407732e+05,2.88636542056260048e+05,4.83177862592696156e-10
1.59356093666381261e+05,4.31525555323500885e+04,4.88300691841136722e+04,-1.85847128362628893e+05,-2.75184585935509647e+05,-3.53481597266532190e+04,2.45041155641946563e+05,8.16776601588075001e-09
2.62617913108240522e+05,1.23784763856286620e+05,9.29864825206289534e+04,-2.77378566725159180e+05,-1.95732112976107455e+05,-3.16774750148601364e+05,3.10496270364711585e+05,2.60607778843337352e-10
3.10270056256154785e+04,1.20922410912701424e+05,2.75491720791701169e+05,-2.38001421411378949e+05,-2.28712292403980275e+05,-3.32735366546764446e+05,3.72007943032105628e+05,5.33072459605164359e-10
1.31633389067030337e+05,2.33612342139797693e+04,1.22082523274242194e+05,-1.51210684951983101e+05,-3.36377814376012320e+04,-1.90662679157758626e+05,9.84339989920907974e+04,1.28820094610780574e-08
2.46171583774862171e+05,2.91634477443599462e+04,2.14793370372677076e+05,-6.37987578877556662e+04,-6.09616581231595017e+05,-5.21704569833595451e+04,2.35457394210810773e+05,4.18360201085065762e-09
1.00580814120472322e+05,2.74835834065341856e+05,1.69307681330073479e+05,-7.47039446882529010e+04,-2.59898139719287225e+05,-3.61895573725092749e+05,1.51773328616747516e+05,4.95886038889999481e-10
1.60470803637588571e+05,9.63798565102636348e+04,1.82946465938517125e+05,-3.18989639386653580e+04,-4.32887603547331353e+05,-1.38045257971674815e+05,1.63034699371301947e+05,3.32960990340201644e-09
1.86506577817950223e+05,5.33629612606660958e+04,5.14683429616936191e+04,-4.03691827897917479e+05,-6.71821638115159876e+04,-1.97604132713619852e+05,3.77140242382743338e+05,8.54061310565680272e-10
3.29662058848213492e+04,4.06228079038186697e+04,2.37657324449635576e+05,-7.68594331034896313e+04,-3.05502883343360096e+05,-2.16278926106910862e+05,2.87394904315484629e+05,4.77164184886077175e-09
1.45107697903905500e+05,3.10174655482312082e+05,9.47920296876938082e+04,-3.93472926428480016e+05,-2.88472147450579389e+05,-1.22994304237024655e+05,2.54864995042172726e+05,1.81728912442448849e-10
1.83543038767945865e+05,5.85254742781765817e+04,1.40242061709557282e+05,-1.17341296548124606e+05,-3.40914207188855915e+05,-1.24820595905048584e+05,2.00765524886349391e+05,1.93152729692721078e-09
2.65439399177391315e+04,3.90158189543338813e+04,3.37305630354192923e+05,-3.38200238616779097e+04,-3.77035602169471036e+05,-1.82040288536147185e+05,1.90030525341030210e+05,1.19770652767879733e-08
1.97912976815545087e+05,2.19356910975388106e+05,1.49798184181858873e+05,-2.96507369459483132e+05,-4.59221433116981585e+05,-1.86392677728480601e+05,3.75053408332152932e+05,1.01163873406004772e-10
4.13479851752899995e+04,1.84830532570779091e+05,5.49485147859453136e+04,-4.11662354829899792e+05,-1.22751028897476557e+05,-1.12294497144666879e+05,3.65580848340028897e+05,7.60958471825836836e-10
2.26615529354330443e+05,2.28507008248859784e+04,1.44736135182683909e+05,-1.80947679255935946e+05,-4.55363445417500508e+05,-7.76236924158667971e+04,3.19732451727402862e+05,2.81040932735532959e-09
1.15731505775393103e+05,1.34173463946565462e+05,3.83277347990429960e+05,-3.00652086952302314e+05,-2.44742858931546536e+05,-2.16468904345233575e+05,1.28681532516693958e+05,5.75055526804642466e-10
1.53271585856405523e+05,4.51589288483512471e+05,4.30772749074320309e+04,-1.88361632254526776e+05,-2.01755026824855187e+05,-4.53982614677112841e+05,1.96161124509144633e+05,2.37229960073616432e-10
2.87228394445812213e+05,2.25564687392439984e+05,1.61943139883263153e+05,-4.06124962414074689e+05,-8.38775345499291434e+04,-3.03596945271679899e+05,1.18863220514168352e+05,2.06635848730475267e-10
5.21731640001360502e+04,2.96130653956388938e+05,4.48271188802625111e+04,-3.65629181254078983e+05,-8.20733575936277921e+04,-3.40631651319838202e+04,8.86347671429032343e+04,4.84216527255986743e-09
1.99540218493087217e+05,1.10912056502022082e+05,9.12034032789949852e+04,-5.22541915350233612e+05,-3.57643382936738635e+04,-1.48758548264237063e+05,3.05409123634040297e+05,3.61560542624759855e-10
4.30954759272931376e+05,1.63795810596640629e+05,1.38207294224733574e+05,-6.01025996464558062e+05,-7.33529055128830514e+04,-2.90967268258190830e+05,2.32388306141326524e+05,1.17816088129353603e-10
1.59455965634456632e+05,6.86786211223981518e+04,2.98708936375622579e+05,-3.74308695978400530e+05,-2.95964235790683771e+05,-2.39259564116816095e+05,3.82688972753422975e+05,2.52407346073405161e-10
3.97887269133135793e+05,6.73734974294698914e+04,1.50598043198186992e+05,-5.23036842056599708e+04,-8.26164008843119023e+05,-7.76462359118042805e+04,3.40255119199790701e+05,1.57870191329843043e-09
2.56725573711422912e+04,3.69105018427455914e+05,3.71596173228883417e+04,-1.21131135051372505e+05,-5.51668636932689988e+04,-4.77957045614170027e+05,2.22317851237324794e+05,6.41550466862781815e-10
5.52872354988646111e+04,2.39333889244095713e+05,2.20201020855421957e+05,-2.27085719971201528e+05,-2.94578656994687044e+05,-1.38535993097619357e+05,1.45378224465125706e+05,8.44003120226480214e-10
9.63329800051900529e+04,3.44544267241367255e+05,8.56870289790418465e+04,-4.89614886139068520e+05,-8.72915476496904157e+04,-4.87842121904950545e+04,9.91263697536547988e+04,1.36824499892562283e-09
6.23754142075708223e+04,1.50407310967883037e+05,1.61298716711161571e+05,-4.47392197587742703e+04,-4.76309665810637962e+04,-4.52318717052126885e+05,1.70607461505349609e+05,1.79432238209455854e-09
3.75824582625451731e+04,1.32206469269437715e+05,5.52600119148382684e+05,-1.88701672836152720e+05,-4.34381884512906312e+05,-3.70372717647007317e+05,2.71067228315700777e+05,4.87308724312407204e-10
6.93675653096068127e+04,6.27261852549681353e+04,2.63789017429535976e+05,-1.09400864605523006e+05,-2.88762192136265221e+05,-1.40186418925575446e+05,1.42466707673252327e+05,3.82597440215016163e-09
1.47394568583917455e+05,1.77035221977392532e+05,8.02706908737185149e+04,-1.63216710766994074e+05,-4.34851616703271808e+05,-1.91193025901589077e+05,3.84560871936826443e+05,3.40683484620841211e-10
1.69012321080167458e+05,1.26438051973770082e+05,3.44770737945003551e+05,-9.98205762981746520e+04,-6.49743720170249930e+05,-1.13233653528069495e+05,2.22576838997553161e+05,5.66775861294533776e-10
1.66805194945446128e+05,2.80262830991221825e+05,5.01344482528436929e+04,-3.22983966636636411e+05,-2.62146285365053336e+05,-2.76016553758386581e+05,3.63944331570564420e+05,1.36679261645128131e-10
2.50834033661412803e+05,3.16930552686126379e+05,5.17013559297333268e+04,-4.54445898675906355e+05,-3.71463759390148625e+04,-2.27415899909033207e+05,9.95422322466823680e+04,4.15910544992763733e-10
2.70109943271765194e+05,1.37344670677758957e+05,2.10612966787892365e+05,-4.72998065260176721e+05,-1.99391298318454821e+05,-8.34591251115323248e+04,1.37780907952747599e+05,6.37658857655622634e-10
1.54781762349515397e+05,3.74399739961888990e+05,1.24030177797112265e+05,-9.91313886463485251e+04,-1.64457454436550906e+05,-5.57141589896754012e+05,1.67518752871136821e+05,2.52402041220741325e-10
2.05109318082548038e+05,1.32791440274698951e+05,1.52312927516541764e+05,-3.31478495714235876e+05,-2.49185773139735596e+05,-8.41681295022590202e+04,1.74618712482441770e+05,7.19940535240645041e-10
3.01007540456627787e+05,1.15004584718920873e+05,1.99440122774817515e+05,-3.35532150501396507e+05,-3.55209082288824837e+05,-7.11931325586830208e+04,1.46482117398538045e+05,7.47918319736685457e-10
2.73295164043387747e+05,1.10944605010178930e+05,2.22353309703900362e+05,-3.55147847454164817e+05,-3.85879544773413101e+05,-4.18791925951454468e+04,1.76313506065256195e+05,1.04293318239638890e-09
5.13914983414054732e+04,1.76160200868312531e+05,1.62083525099702529e+05,-1.14081433611940098e+05,-2.73716164200058440e+05,-1.36011771920347644e+05,1.34174145422925678e+05,2.07872711916869373e-09
2.81409349961094791e+05,2.69351848284353269e+05,3.69562307343393913e+04,-8.88330602886705892e+04,-3.31734066107511113e+05,-3.03200700162509456e+05,1.36050397578903649e+05,1.55761266497938515e-09
6.46992694637252425e+04,1.23130099451216869e+05,8.58248414670024358e+04,-3.04183487284346949e+05,-1.32381166666140285e+05,-1.81791638921018166e+05,3.44702082489560999e+05,5.95992069526423946e-10
3.05628079061407596e+05,3.46426898654691817e+05,3.70502299283211905e+04,-4.71579557224450808e+05,-8.62313286459170922e+04,-2.98798454304931336e+05,1.67504132530878705e+05,2.28637820375861804e-10
2.92800590868865722e+05,1.05204155486317119e+05,2.64997312357695424e+05,-2.41114129846577387e+05,-2.62104605076819542e+05,-2.68043417581406538e+05,1.08260093791925276e+05,4.98502687465934132e-10
8.49756395031212014e+04,3.10297929352974927e+05,2.01772985256149783e+05,-5.20319859552425682e+05,-1.63441728894938598e+05,-1.76284431666690391e+05,2.62999466001808760e+05,1.56226850584693641e-10
9.05143353553728375e+04,4.25436229977747018e+05,2.28024567506570485e+05,-3.50489185940928117e+05,-3.89752958311648807e+05,-2.53601522432955360e+05,2.49868533845842001e+05,7.95923792821471613e-11
4.25788588755345962e+05,8.29731174816548883e+04,7.21283775800220610e+04,-1.50180329769318865e+05,-6.05134639631907688e+05,-1.55938567989957402e+05,3.30363453574160696e+05,7.98471081437642890e-10
2.69103562367063249e+05,6.06672647712402395e+04,2.06619962197971938e+05,-2.00974258593707695e+05,-4.36308772564098879e+05,-1.62756165871383797e+05,2.63648407692914829e+05,5.44621015034511836e-10
1.76752433224832290e+05,6.15922975987540121e+04,2.44724742791151948e+05,-1.26368628852006805e+05,-4.70837267405120539e+05,-1.89798590034425491e+05,3.03935012676814396e+05,6.30268767214372132e-10
2.80702695134112204e+05,2.69920907902873238e+05,8.13318731414205977e+04,-2.92334047379094874e+05,-3.16502826708437060e+05,-1.04893108437262461e+05,8.17745063463885308e+04,6.73649794034847380e-10
3.11348301704053127e+05,1.19120633590415644e+05,2.06148798854198889e+05,-3.96589311827396334e+05,-2.45266542280799127e+05,-1.29017528372937057e+05,1.34255648332465295e+05,4.94111391173904897e-10
5.70702903710263199e+04,3.06313500316787540e+04,4.82466379460044904e+05,-1.19662257194886130e+05,-4.01209477760632755e+05,-2.96644182735984097e+05,2.47347897828752990e+05,2.54948528903032963e-09
7.11323322354356933e+04,3.49276495607947640e+05,3.24596911896889651e+04,-3.63159434148003405e+05,-5.73281362022124231e+04,-1.16061517186600075e+05,8.36805685037434741e+04,1.43033501015978828e-09
3.62497720388374000e+04,4.10877756847708486e+05,8.37414010978738806e+04,-2.91992861770687450e+05,-4.50593326922975248e+04,-5.25640786593017168e+05,3.31824051071582653e+05,1.12146804645331429e-10
1.41892873706293816e+05,1.10435506337266939e+05,4.21432273281244386e+05,-5.55655062190203753e+04,-4.42570552723103203e+05,-5.01661261015881086e+05,3.26036666633199726e+05,3.30939752824321058e-10
3.98038998894790420e+04,5.80361642685891013e+05,7.36549982191294403e+04,-1.62088719600306766e+05,-8.89291466001757071e+04,-6.25333293111997540e+05,1.82530618517980794e+05,1.74327024448945500e-10
2.06838439780459681e+05,2.34079448210999224e+05,4.74970659647775901e+04,-1.63850363126130949e+05,-1.85462934898307256e+05,-2.67561930473807734e+05,1.28460274542009429e+05,9.53078683595411354e-10
2.02481902602946735e+05,1.20397319699307860e+05,8.07131726039345667e+04,-2.16291165531858918e+05,-9.29263719236179895e+04,-1.97036766456570826e+05,1.02661909005858644e+05,1.66534909513323279e-09
9.03502816250235192e+04,9.63319103489467816e+04,1.33661774811763782e+05,-1.27785475992828186e+05,-1.94802319365538220e+05,-3.12484583081357530e+05,3.14728411653989984e+05,6.73156510118736135e-10
1.54126379808829806e+05,6.48870353062038776e+04,2.89168993890812621e+05,-9.68164557883542002e+04,-2.87724279411978321e+05,-4.64094435691268649e+05,3.40452761885754706e+05,4.85610114215746273e-10
3.93685485914031859e+05,6.78467573974105471e+04,1.29325172547931565e+05,-6.00113428573179292e+05,-5.37361945367189255e+04,-1.77226356514939398e+05,2.40218563765463827e+05,4.32251511428026450e-10
8.43129176463253680e+04,2.33099891109887103e+05,3.08272413070098497e+05,-3.55313607375136518e+05,-1.88835556593267422e+05,-3.90871172104697675e+05,3.09335114246790414e+05,9.75926588597405792e-11
1.07425018586503749e+05,9.89533861329624779e+04,1.66072389424580208e+05,-2.90735573863511730e+05,-1.92570728558031609e+05,-8.00183672185089672e+04,1.90873875496005843e+05,1.66704265482111806e-09
2.05251724774426024e+05,2.29320524458808723e+04,1.28855693601998762e+05,-2.34714675449921953e+05,-7.55543974388094503e+04,-2.22176435773438454e+05,1.75406037839864206e+05,3.67403177011713643e-09
3.99214572596853948e+05,4.28569240460303554e+04,9.43300494611714385e+04,-4.98876953644433524e+05,-1.14870337036405705e+05,-1.59303627783568314e+05,2.36649372360352456e+05,9.81332597475762370e-10
1.12613765428297978e+05,3.56026371742114250e+05,4.35775788223764175e+04,-5.60510702892867615e+05,-2.01104201764541387e+05,-1.12903903827896167e+05,3.62301092492516851e+05,1.45151321892843700e-10
4.19190031604813645e+05,5.33288118935861858e+04,2.42046580334425438e+05,-5.57916631257408066e+05,-5.42822918685810146e+04,-2.35514963259420707e+05,1.33148462552584824e+05,6.59234160881134223e-10
2.65411794637498097e+05,4.06441108975220995e+04,1.74051155897419230e+05,-2.40776550202557584e+05,-8.27089242472673068e+04,-2.60000558166079049e+05,1.03378971183464309e+05,2.48600766847000863e-09
3.01084823043836805e+05,4.80726664555055977e+04,1.39195989311006997e+05,-2.78538200072154577e+05,-4.64184556747198978e+05,-6.23314531731286261e+04,3.16700731182132557e+05,1.13447211412748940e-09
6.73255982208991336e+04,2.00290374439014122e+05,2.73801929798218363e+05,-2.10246148405330954e+05,-8.26841864183219295e+04,-5.46209090257054544e+05,2.97721522622575751e+05,1.54219395152108929e-10
1.68247753611199325e+05,7.63213966995455557e+04,4.44131106496013672e+04,-2.16619761201542220e+05,-2.86436380431721569e+05,-1.37578623262506328e+05,3.51652503935423912e+05,1.28622683082424387e-09
1.55315295186477277e+05,2.70486603479429148e+05,4.23971543024195853e+04,-2.07403116732466122e+05,-1.15954714070214774e+05,-4.42982728228949127e+05,2.98141506063303852e+05,2.80388290186390400e-10
2.70642634827584960e+05,1.70739897276457108e+05,1.26380318527643336e+05,-5.12296597533691602e+04,-5.74275761305185850e+05,-2.05260437010849477e+05,2.63003007437719440e+05,8.72078319067387064e-10
1.09737707334475126e+05,2.73631719623938377e+05,6.41852118323028917e+04,-4.30004879426862870e+05,-2.15521265006563102e+05,-6.81942350647596759e+04,2.66165740707468474e+05,4.37336271075362395e-10
3.48370497304003744e+05,9.55825492882153776e+04,8.97646361763202585e+04,-1.23101371390675136e+05,-5.15522212563928100e+05,-2.03583558762056229e+05,3.08489459948119824e+05,6.96473662878679049e-10
4.28544293438443492e+04,1.00669017287201132e+05,2.02360885115918820e+05,-1.26663889425924543e+05,-2.56533598352492321e+05,-3.45309345586619515e+05,3.82622501618072216e+05,6.14391417541517686e-10
1.39181605106316332e+05,3.66400114135053882e+04,5.34891261281815590e+05,-1.12715684451550653e+05,-7.90955699411225505e+05,-6.56470941566330876e+04,2.58605600217771658e+05,2.46210678063658788e-09
3.59507780125777354e+05,7.61669427274712361e+04,2.70079236858919729e+05,-1.11634435608702799e+05,-6.18609359807616100e+05,-5.92745370219070610e+04,8.37643727260579035e+04,2.14179612473661224e-09
8.26937975363345467e+04,2.55581207121481333e+05,3.53395541534878721e+05,-1.50656027233826986e+05,-5.40738474480473087e+05,-2.42899198367345991e+05,2.42623153888951172e+05,2.08362666357170093e-10
1.33967968301493151e+05,6.69745229770377045e+04,3.22660326720857061e+05,-1.73714247777145065e+05,-2.64734610316847044e+05,-2.16674921555611887e+05,1.31520961650216079e+05,1.34030920634322982e-09
4.34095227707345446e+05,4.10381966172698740e+04,2.11902848933785368e+05,-3.21694626089687634e+05,-4.55249763315528457e+05,-1.40739187537809339e+05,2.30647303684624756e+05,6.40536567573008413e-10
2.02265271017132269e+05,1.78299539878320793e+05,2.29064356190101185e+05,-5.40502636927804211e+05,-1.85926595703497733e+05,-1.56038636413613014e+05,2.72838701959360857e+05,1.54009584149047127e-10
3.19356649461278226e+05,2.55143089048523747e+05,3.09526295264428336e+04,-6.71674442126920912e+05,-1.87034058144321491e+05,-4.96610971136127919e+04,3.02917229348610446e+05,2.93616554480639063e-10
1.48087170273695025e+05,2.90324630440709763e+05,9.06733408887604892e+04,-1.45662088012333057e+05,-3.76353272507527843e+05,-3.61838683108911500e+05,3.54768902025607182e+05,1.59395727385386429e-10
3.11221961668090880e+04,2.27994907590178424e+05,1.61502822535025480e+05,-4.56878277072452329e+04,-1.79627669278609712e+05,-4.98926154943593894e+05,3.03621725637435913e+05,5.68316493011976302e-10
1.07615979248331612e+05,1.73896440562045173e+05,5.64099904539508861e+04,-1.14274377809570404e+05,-6.02015046195045870e+04,-3.09781890696616028e+05,1.46335362861363305e+05,1.63522721927758943e-09
1.35373326226847945e+05,1.22522979553356563e+05,1.77396140283652465e+05,-4.98046402507906896e+04,-3.93456371240403794e+05,-1.30018395769771771e+05,1.37986961197109253e+05,2.53360652073895778e-09
3.82034584930494893e+05,1.67056611157025676e+05,4.00909782879338745e+04,-3.67401748622913263e+05,-1.26793026051341294e+05,-1.82454716911982570e+05,8.74673172107829014e+04,1.45696587334349236e-09
1.88422639564403507e+05,2.06504310574858770e+05,2.53148945612673677e+05,-5.36775980854346533e+05,-1.74193272560485580e+05,-2.24119447679673322e+05,2.87012805342569307e+05,9.39671021697758679e-11
1.04526719596189272e+05,4.86211589879141480e+05,5.30716663592378609e+04,-4.01731902615834042e+04,-1.66967743736046250e+05,-5.61021280842080363e+05,1.24352239005141120e+05,1.24564137644777233e-09
3.13193412960572226e+05,5.70746258528605977e+04,3.74405109175870486e+05,-3.27683997745119093e+05,-6.81609218310499564e+04,-5.00762065627193253e+05,1.51933837214059196e+05,4.07577004417604309e-10
1.14706684523679025e+05,2.17445139066815027e+05,2.48179845522346470e+05,-5.47134179269814485e+04,-4.31947983729763655e+05,-4.38443236597713607e+05,3.44772969141618349e+05,2.37210220017928621e-10
5.87629806050405023e+04,3.97776204924770806e+05,2.05594998218413297e+05,-2.99497545181261026e+05,-1.89868850381740020e+05,-3.78561557659680548e+05,2.05793769474457164e+05,1.21623639995319034e-10
3.07181289712324389e+05,3.89062071939730376e+04,1.08845853159737890e+05,-5.58739238532756222e+05,-1.41049099816781032e+05,-9.72787569231079833e+04,3.42133745206609718e+05,9.33751732270070694e-10
4.01959795301663980e+04,9.11154615603264101e+04,2.97445547597257653e+05,-9.65808393033783650e+04,-7.01402684156064934e+04,-4.55729207353215839e+05,1.93693326384450367e+05,1.50744926048450927e-09
4.69090673515446426e+05,6.72306768810638314e+04,1.65378398005998984e+05,-5.58665548218490323e+05,-1.60805177058275003e+05,-1.89330004575176281e+05,2.07100981449432555e+05,3.86387298690069093e-10
2.94265407036387915e+04,1.83472944947396172e+04,2.47279892599788553e+05,-3.80925752749171806e+04,-4.20960846701821356e+04,-3.77791194344026735e+05,1.62926126490959199e+05,2.63988582157343002e-08
2.05654238889954286e+05,8.85536982702345995e+04,2.04316952756356739e+05,-3.40710453775947390e+05,-2.49453507082114258e+05,-6.49936161027867347e+04,1.56632687044303049e+05,1.45176549854563001e-09
9.40599133098734019e+04,3.42577579149494180e+05,1.77693734637715330e+05,-1.35074545275042474e+05,-2.78842369765915908e+05,-5.08484903154909029e+05,3.08070591098784353e+05,9.66059572571376774e-11
1.37321986604387115e+05,5.24160442507831671e+05,4.92908447060720209e+04,-6.83883818545461050e+05,-9.89997913266241958e+04,-1.95803237609509088e+05,2.67913573663303629e+05,7.49520488514874473e-11
7.90749960114783607e+04,2.40731279211995366e+05,1.39618961383114336e+05,-3.89629879407865868e+05,-2.03543799107992556e+05,-1.03882361855128751e+05,2.37630803764398850e+05,4.56618898741365684e-10
1.55770653398680297e+05,4.38101770272920839e+04,1.23066414900080737e+05,-2.97171028115409892e+05,-3.36175184876143874e+05,-4.08127738415533386e+04,3.51511741507054132e+05,2.98060730557603948e-09
4.39304544160459627e+04,1.42817592823150277e+05,3.01634423449444934e+05,-8.92036197517988330e+04,-4.48782660903917218e+05,-3.12500017467215250e+05,3.62103827434290433e+05,4.48210742497821511e-10
6.19770846634653863e+04,3.41336071935528744e+04,2.84415828426385298e+05,-1.27387801856896986e+05,-1.98831334633493156e+05,-2.31198210555968457e+05,1.76890826762954850e+05,4.59999812545569179e-09
2.89154636863134627e+05,1.69561037512201030e+05,1.13155527334651459e+05,-8.25965813795013528e+04,-5.90208242601120262e+05,-1.67395450110286998e+05,2.68329072380921687e+05,6.49842663069024908e-10
4.47141664202429529e+04,3.29215401324742270e+04,4.61284131878444226e+05,-1.02368662995322316e+05,-3.40767464373330527e+05,-3.28434764877554902e+05,2.32651053815046384e+05,3.18827501811030116e-09
2.83329959015226865e+05,1.97853466891523829e+05,3.94889294675459969e+04,-5.39017818730709725e+05,-8.37334333018964098e+04,-4.83850884096213558e+04,1.50463985067930655e+05,1.08638270811730798e-09
6.54615411881126493e+04,1.81140693759447720e+05,2.54268686581032991e+05,-4.31770096382484480e+04,-7.09944908653482562e+04,-6.88760707556742942e+05,3.02061286531745922e+05,4.90210734015966683e-10
1.77652027197686257e+04,2.41330892269106669e+05,9.33097734817059682e+04,-3.45934951673953503e+05,-1.46286460876470257e+05,-3.39310701439284821e+04,1.73746614223771030e+05,7.95412707217072633e-09
4.82426614493668603e+04,4.40123462251742778e+05,9.63893273150272144e+04,-4.72987219065662997e+05,-1.91495881879259512e+05,-2.57624975612784416e+05,3.37352625541570364e+05,1.00539008069910389e-10
3.06374493273132248e+05,3.71762313104148852e+04,9.36272306726867100e+04,-9.12062140927292785e+04,-4.28874735090622853e+05,-6.65595899610757479e+04,1.49462583888194087e+05,6.92446855239311057e-09
2.89826411268173251e+04,3.43734658135506092e+05,1.33686367344472033e+05,-1.22500257171845937e+05,-1.85560481387769716e+05,-5.89030769807466422e+05,3.90687841760286654e+05,1.38541065575940614e-10
1.14904365055428236e+05,3.81176079147491837e+05,1.35266264102427056e+05,-2.78021444267585932e+05,-3.65513585373476963e+05,-2.82406809293756611e+05,2.94595130629472318e+05,7.92492281188621362e-11
1.48514673099744599e+05,4.00310065207020205e+05,1.20976171233982008e+05,-6.52454604684331920e+05,-6.83844388140012306e+04,-1.08202668636249247e+05,1.59240802593835921e+05,2.16390990621850995e-10
7.62942938627076801e+04,1.90327912775758305e+05,2.10567103947540076e+05,-2.88839875053613679e+05,-8.17401973662419769e+04,-3.25181491257540940e+05,2.18572253091390536e+05,2.80221276313090268e-10
2.82337287992324797e+05,1.11661511769857083e+05,2.91677720900037326e+05,-3.78455332507005427e+05,-8.75090626367116929e+04,-4.32504918008548964e+05,2.12792792490046821e+05,1.53266635072595342e-10
2.66747006463091529e+05,2.35911255610983935e+04,1.24116736759360967e+05,-3.96072609021015756e+05,-1.40778693808604032e+05,-2.51701670767276548e+05,3.74098104813345592e+05,8.55801286949404677e-10
4.93428781291217718e+05,3.67842982794190175e+04,1.91377837924177991e+05,-4.23495532652345952e+05,-4.40521728964536684e+05,-5.45210872759122285e+04,1.96947431397979730e+05,1.55623228518210594e-09
2.42903259664129117e+05,2.13128443308347923e+05,5.34645218250275066e+04,-1.25767387637506035e+05,-1.93986779438057449e+05,-3.18779544674859149e+05,1.29037486952917898e+05,1.13741197149156132e-09
5.75011565173803945e+05,7.94960952118723362e+04,7.28411726745315827e+04,-5.59750208310546237e+05,-1.85488835229973163e+05,-7.03774516965612420e+04,8.82676621768725163e+04,2.20855579178181501e-09
1.47962653596331918e+05,2.00271735428098182e+05,3.51910053135615191e+05,-1.51816335942820529e+05,-5.08970618290509679e+05,-1.50768269018365652e+05,1.11410781091650933e+05,5.06760708056237203e-10
1.49237513001582789e+05,4.04248372004036937e+04,1.65828083078151423e+05,-3.09435063710204122e+04,-3.12834966084550426e+05,-1.50080606585730740e+05,1.38368645761163760e+05,1.08281214172678437e-08
2.92019200860733108e+04,3.03332959810674074e+05,2.74328414101414601e+04,-3.50221727415874542e+05,-3.23486164046395570e+04,-1.37197096993479994e+05,1.59799719507105299e+05,1.47146223765653927e-09
1.16423732459297113e+05,9.86080351140007260e+04,4.89243477619345591e+05,-1.09897740362792785e+05,-6.16773538335845456e+05,-1.76237583441811148e+05,1.98633616947805742e+05,6.62448931673251872e-10
