"s12","s13","s23","u1","u2","u3","Q2","madgraph_azimuthal_average","local_projected_matrix_element","signed_difference","relative_difference"
292802.11455953994,207150.87974212365,100204.31632099091,-269461.2274051093,-393221.5236414514,-282966.41566617636,345491.8560900822,9.753812342456488e-12,9.753812342456453e-12,-3.554291694563791e-26,"3.6440025394918e-15"
293979.0134873235,144188.04046859266,42856.29857561548,-36746.08667601907,-374483.50854854344,-215567.26396296805,145773.50665599882,1.716800080235682e-9,1.7168000802356777e-9,-4.342698215903395e-24,"2.5295305294412796e-15"
278145.72967136843,72019.6323414988,118173.32036781736,-326980.22708277206,-87845.58363933336,-254462.73743829865,200949.86577971972,1.1552577294711073e-10,1.1552577294711047e-10,-2.5849394142282115e-25,"2.2375434920583754e-15"
213484.03546823736,90712.16001473996,408391.3564683802,-111443.63717770377,-350295.3698375805,-352041.01468703477,101192.46975096189,1.6242399116080554e-10,1.624239911608055e-10,-5.169878828456423e-26,"3.1829527100698186e-16"
163851.85756345582,302895.8264870757,46777.66832829313,-404580.5739603118,-163201.69823972392,-152835.77933422406,207092.6991554353,2.9604088561500385e-11,2.9604088561500405e-11,1.9387045606711586e-26,"6.548773006956917e-16"
57425.27391004181,224676.03586539475,205087.58748155262,-124712.48017563218,-213538.47288637367,-477286.10779876495,328348.1636037815,5.016840462965293e-11,5.016840462965288e-11,-5.169878828456423e-26,"1.030504929670551e-15"
103091.28798420512,70380.78876581433,182674.16438967065,-97852.40665862398,-217230.25495270547,-336870.04745745275,295806.4679290936,1.7014916205358773e-10,1.7014916205358856e-10,8.271806125530277e-25,"4.861502710736282e-15"
214195.50643576687,55523.72430222033,420365.8364357788,-138743.327100666,-192645.0330892912,-458344.7345217895,99648.02753798077,3.9008133714598e-10,3.900813371459795e-10,-5.169878828456423e-25,"1.3253335487110732e-15"
31489.040722911086,441947.7030441019,33358.0402914616,-452069.30983246164,-51609.43565207161,-111597.62275089047,108481.58417694963,2.7223022191882756e-10,2.722302219188278e-10,2.5849394142282115e-25,"9.495416768969079e-16"
219420.5623493755,263039.6652870732,50559.197432966,-224921.17715709037,-222307.20866103028,-422611.78446474863,336820.74521345535,2.0679643037104993e-11,2.0679643037104922e-11,-7.108583389127582e-26,"3.4374787690352383e-15"
110730.84760493375,90665.72863871598,375765.04601338797,-180558.47429137895,-147876.81515876178,-375348.849051848,126622.51624495104,1.4480725420505256e-10,1.4480725420505282e-10,2.5849394142282115e-25,"1.785089723866896e-15"
190591.25255100202,89790.06746565734,61502.63099286324,-237250.29247225198,-160758.31165120917,-209089.03137740796,265213.68449134653,7.284804263793839e-11,7.284804263793832e-11,-7.754818242684634e-26,"1.0645197814341847e-15"
109143.08197233311,543818.5134398653,54150.620323094394,-490548.2832932812,-190157.61399118113,-230842.77707205244,204436.45862122206,1.7775368697425188e-11,1.777536869742518e-11,-6.462348535570529e-27,"3.635563709295447e-16"
24741.152554182532,198238.7121228466,225719.5951938357,-39883.535217407654,-178936.8438368081,-483475.60194599704,253596.521129348,5.942682698005624e-10,5.942682698005597e-10,-2.68833699079734e-24,"4.5237767644898e-15"
